VILLAGE_NAME_ENGLISH,PH,EC,Organinc Carbon,PHOSPHOROUS,POTASH,CALCIUM_CARBONATE,FERROUS,MANAGESE,ZINK,COPPER,Total Rating Value
NANDANI,7.89,0.28,0.7,7.5,353,12.8,4.82,23.2,1.04,0.28,411.51
NANDANI,7.92,0.27,0.6,3.4,302,10,10.2,25.6,0.96,2.08,363.03
NANDANI,7.78,0.58,0.8,8.06,1120,11.6,8.14,28.38,0.58,2.02,1187.94
NANDANI,7.76,0.54,0.5,6.3,319,10.4,3.5,23.8,1.26,0.2,373.26
NANDANI,7.73,0.72,0.8,8.96,493,11.6,6.46,26.2,1.14,0.22,556.83
NANDANI,7.78,0.37,0.7,11.5,347,12.4,5.7,32,1.24,1.58,420.27
NANDANI,8.02,0.3,0.2,6.06,666,12,3.76,20.4,2.72,0.92,720.38
NANDANI,7.95,0.29,0.7,11.8,358,11.6,0.26,25.4,3.58,1.02,420.6
NANDANI,7.52,1.55,0.9,7.5,874,14,8.08,28,1.12,0.86,943.53
NANDANI,7.72,0.78,1.15,10,1120,13.2,4.3,19,2.24,0.86,1179.25
TAKALI,6.98,0.55,0.2,13.3,549,6.4,3.36,41,1.06,2.52,624.37
TAKALI,7.12,0.46,0.6,14.1,515,9.6,1.14,44.2,0.84,1.62,594.68
TAKALI,7.24,0.35,0.7,7.2,414,11.2,6.68,11,1.08,3.02,462.47
SHIRATI,7.39,0.35,0.5,5.7,302,10.4,6.06,12,1.02,3.28,348.7
TAKALI,7.04,0.72,0.5,11.5,459,6.4,8.78,18.2,1.18,3.52,516.84
JAMBHALI,7.1,0.54,0.7,10.4,493,8.8,7.18,17.8,1.04,4.28,550.84
JAMBHALI,7.28,0.35,0.8,8,370,6.4,7.76,22.6,0.96,3.42,427.57
JAMBHALI,6.85,0.45,0.4,11.8,319,5.2,4.24,8.14,1.6,2.78,360.46
TAKALI,6.29,0.46,0.6,9.5,224,8.8,1.42,22.2,0.04,1.74,275.05
JAMBHALI,6.75,0.18,0.6,8,470,5.2,7.9,15.6,1.62,1.86,517.71
TAKALI,6.64,0.29,0.4,7.5,235,4,16,30,0.84,7.88,308.55
JAMBHALI,6.54,0.32,0.6,13,582,7.2,10.4,24.4,1.54,4.02,650.02
JAMBHALI,6.54,0.22,0.6,11.5,381,4.8,10.8,25.4,0.16,2.82,443.84
JAMBHALI,7.3,0.38,0.7,9,974,10.8,1.88,8.14,0.72,1.5,1014.42
SHIROL,7.32,0.4,0.9,9,498,10.4,2.98,13.8,0.02,1.16,543.98
SHIRATI,7.1,0.67,0.6,7.5,403,7.6,12.6,11.8,2.92,0.28,454.07
SADALGA,7.02,0.48,0.4,5.7,358,5.6,5.96,19.2,1.4,0.34,404.1
SHIRATI,6.9,1.02,0.4,10.4,302,6.8,13.4,9.3,2.1,0.86,353.18
TAKALI,7.36,0.45,0.4,6.6,941,6.4,2.94,10.2,2.82,3.02,981.19
ARJUNWAD,7.12,0.49,0.6,11.5,292,7.2,6.46,18,1.1,2.84,347.31
SHIROL,7.02,1.8,0.8,12.9,403,8.4,6.9,21.2,0.98,2.74,465.74
SHIROL,6.98,0.52,0.8,12.1,493,9.2,1.2,21.4,2.04,2.98,550.22
SHIROL,7.18,0.42,0.6,10.4,470,8.8,6.78,18.2,1.16,2.96,526.5
SHIROL,7.15,0.62,0.8,16.1,493,10.8,5.48,16.6,0.74,2.1,553.39
SHIROL,7.5,1.92,0.8,8.6,336,11.6,4.12,9.44,0.62,1.42,382.02
SHIROL,7.29,0.5,0.9,12.1,504,10.8,3.98,13.2,1.4,1.04,555.21
TAKALI,7.18,0.42,0.5,15.2,1120,6.4,4.06,12.6,1.56,1.12,1169.04
SHIRGUPPI,6.92,0.18,0.4,7.5,594,6,3.92,11,1.08,0.88,631.88
SHIRGUPPI,7.18,4.32,0.3,6.6,470,15.2,3.66,14.2,0.88,0.02,522.36
SHIRGUPPI,6.95,0.22,0.4,5,706,6.4,4.76,27.4,0.96,0.38,758.47
SHIRGUPPI,6.99,0.29,0.4,7.2,571,6,4.84,30.2,1.06,0.24,628.22
SHIRGUPPI,7.58,0.45,0.6,8.1,336,15.2,5.4,12.2,0.98,0.64,387.15
SHIRGUPPI,7.17,0.29,0.5,9,638,6,4.88,25.6,1.14,0.04,692.62
SHIRGUPPI,7.64,0.4,0.7,9.5,347,15.6,4.66,18.8,1.22,0.04,405.56
SHIRGUPPI,7.5,0.45,0.4,9.5,414,6.8,3.72,14.2,1.5,0.54,458.61
SHIRGUPPI,7.8,0.56,0.6,10.4,594,15.2,4.44,18.6,1.76,1.52,654.88
SHIRGUPPI,7.3,0.52,0.4,11.8,358,8.4,3.88,15,2.2,2.82,410.32
SHIRGUPPI,7.5,0.58,0.5,8.6,381,8.4,3.22,14.2,1.88,0.64,426.52
SHIRGUPPI,7.55,0.75,0.5,10,913,13.6,2.66,11.6,2,1.02,962.68
SHIRGUPPI,7.35,0.95,0.6,12.1,269,4.8,1.38,15.4,1.12,3.12,315.82
UDGAON,7.28,0.33,0.2,10.9,269,5.2,1.38,15.8,0.6,2.62,313.31
UDGAON,7.32,0.55,0.4,10.4,353,6.8,1.6,14.2,0.02,1.64,395.93
UDGAON,7.38,0.5,0.3,10.4,414,6.8,0.56,38.8,0.38,2.14,481.26
BORGAON,7.08,0.29,0.7,8.96,347,6.8,2.76,20.6,5.34,3.86,403.39
SHAHAPUR,6.8,0.33,0.6,10.9,414,4.4,8.96,36.6,1.88,4.96,489.43
SHAHAPUR,6.85,0.72,0.8,9.5,571,6,11.8,36.6,1.96,6.18,651.41
SHAHAPUR,7.12,0.75,0.7,32.6,358,6,8.96,16,1.16,3.64,434.93
SHAHAPUR,6.95,0.45,0.8,21.1,1120,5.6,3.72,26.6,1.56,4.08,1190.86
SHAHAPUR,7.1,0.33,0.7,16.8,403,5.6,1.84,22,1.48,4.62,463.47
SHAHAPUR,6.62,0.75,0.7,10.9,347,4.4,12.4,56,2.14,5.68,446.59
MANGAVATI,7.22,0.5,0.8,9.5,459,7.2,5.22,12,1.68,4.8,507.92
MANGAVATI,7.05,0.78,0.4,13.6,549,6.4,4.74,13.2,1.68,4.48,601.33
MANGAVATI,7.32,0.35,0.5,13.3,493,10,3.62,8.14,1.56,3.54,541.33
MANGAVATI,6.59,0.32,0.6,16.8,336,4,15.4,50,2.08,5.8,437.59
MANGAVATI,7.18,0.72,1.05,16.5,1120,10,8.86,34.8,2.16,5.84,1207.11
MANGAVATI,7.3,0.95,0.6,12.9,605,6,2.64,13.4,1.7,4.2,654.69
MANGAVATI,7.02,0.89,0.5,11.8,627,6,2.38,10.4,1.12,2.62,669.73
MANGAVATI,7.35,0.58,0.7,10.4,459,8,4.28,23,3.04,4.12,520.47
JANWAD,6.82,0.22,0.6,21.1,493,4.4,6.78,30.8,5.04,5.34,574.1
MANGAVATI,6.88,0.58,0.8,18.6,493,4.8,11.6,40.8,1.54,6.8,585.4
SHIROL,7.1,0.44,0.6,18.6,526,6.8,8.18,20.6,1.2,5.34,594.86
SHIROL,7.25,0.45,0.7,18,336,7.6,5.38,17.8,1.06,1.72,395.96
TAKALI,7.48,0.69,0.7,16.8,1120,12,1.28,15.6,0.9,4.44,1179.89
RAJAPUR,6.95,0.69,0.9,21.1,403,9.6,4.72,13.8,0.94,4.36,466.06
SHIROL,7.62,1.05,0.7,21.1,459,6.8,0.3,3.08,0.86,3.14,503.65
TAKALI,7.45,1.38,0.6,18.6,269,12.4,1.16,9,0.74,3.28,323.61
JANWAD,7.15,0.63,0.6,15.6,414,14,6.18,15.2,1.12,1.34,475.82
NANDANI,7.08,0.95,0.7,23.3,694,10,12.6,14.6,3.28,5.22,771.73
NANDANI,7.12,8.35,0.6,21.1,414,10.4,12.2,10.4,2.26,2.94,489.37
NANDANI,6.92,0.34,0.6,25.8,594,4.4,12.6,18.2,2.32,4.58,669.76
RAJAPUR,7.2,7.24,0.5,16.1,336,9.2,9.2,8.72,1,2.38,397.54
SHIROL,6.58,0.38,0.6,21.1,302,7.2,11.6,20,1.38,3.56,374.4
DATTANAGAR ,7.4,0.6,0.5,23.3,504,10.4,8.82,6,0.72,2.86,564.6
KURUNDWAD,7.58,0.78,0.6,16.8,302,4.8,8.18,7.42,0.36,1.74,350.26
JANWAD,6.45,0.38,0.5,17.6,414,8.4,14.2,38,1,4,504.53
DHARANGUTTI,6.98,0.65,0.6,25.8,997,4.8,11.2,14.2,1.96,2.46,1065.65
SADALGA,6.02,0.3,0.4,18.6,235,4,19.2,30.8,1.42,3.64,319.38
SHIROL,6.78,1.25,0.7,21.1,1030,5.2,9.4,4.46,0.2,1.78,1080.87
SHIROL,7.35,0.78,0.5,18.6,498,5.2,9.2,4.8,0.16,1.68,546.27
RAJAPUR,6.97,0.33,0.5,21.1,336,2.8,12,12.8,0.14,3,395.64
SHIRGUPPI,7.48,3.35,0.6,17.6,498,14,8.74,8.5,0.3,2.2,560.77
SHIRGUPPI,7.66,0.55,0.5,15.6,437,104,10.8,9.2,0.02,1.16,586.49
NANDANI,7.12,8.35,0.6,21.1,414,10.4,12.2,10.4,2.26,2.94,489.37
SHIROL,6.7,0.75,0.7,16.8,280,7.6,10,21.2,3.92,4.98,352.65
KURUNDWAD,6.32,0.46,0.6,16.5,190,4.8,15,15.4,3.24,5.32,257.64
KURUNDWAD,6.68,0.48,0.7,17.6,112,6,9.48,20.6,3.32,3.94,180.8
KURUNDWAD,6.62,0.5,0.6,16.8,224,7.2,11.4,18.8,2.98,4.54,293.44
KURUNDWAD,6.5,0.55,0.9,21.1,179,7.6,10.2,14.4,2.82,4,247.07
KURUNDWAD,6.25,0.92,0.7,12.1,381,6.8,21.6,23.2,5.86,7.64,466.07
TAKALI,6.95,0.66,0.7,13.3,549,10.4,2.62,12.2,2.18,3.9,601.91
RAJAPUR,6.68,0.58,0.6,16.8,246,6.4,5.5,13.6,1.78,3.18,301.12
RAJAPUR,7.15,0.49,0.5,9,504,10,4.24,10.2,1.28,3.86,550.72
RAJAPUR,6.9,1.85,0.6,16.8,134,12.4,4,14.8,2.18,2.92,196.45
TAKALI,6.98,0.49,0.5,11.8,134,5.2,6.52,24.6,1.98,4.46,196.53
RAJAPUR,6.78,0.47,0.4,13.2,179,5.2,5.16,11,1.58,3.72,226.51
AKIWAT,6.88,0.4,0.3,10.9,336,6.4,3.2,5.92,1.9,2.84,374.74
KURUNDWAD,6.68,0.48,0.7,17.6,112,6,9.48,20.6,3.32,3.94,180.8
JAMBHALI,6.85,0.45,0.5,11.8,974,10.4,6.42,12,1.58,5.22,1029.22
JAMBHALI,6.9,0.79,0.4,18.6,241,5.2,7.14,20.6,1.24,3.32,305.19
JAMBHALI,6.98,0.65,0.8,21.1,515,12.4,7.14,17.2,1.54,3.36,586.17
JAMBHALI,6.65,0.36,0.7,18.6,336,7.6,9.16,19.6,2.96,3.84,405.47
JAMBHALI,6.92,0.32,0.6,17.6,235,5.6,6.36,18.66,2.16,3.46,296.68
UDGAON,6.58,0.25,0.4,21.1,353,6,7.74,16.8,1.18,4.12,417.17
UDGAON,6.98,0.36,0.3,18.6,134,5.2,7.8,12.6,0.78,2.8,189.42
UDGAON,6.62,0.32,0.6,21.1,336,6.8,6.8,19.6,1.18,0.06,399.08
SHIRDHON,6.48,0.41,0.7,11.5,493,12,4.62,9.4,0.32,5.9,544.33
SHIRDHON,6.68,1.15,0.5,10.4,258,6.8,5.06,11.8,0.36,6.52,307.27
SHIRDHON,6.74,0.88,0.9,10.08,1054,10.8,2.22,14,0.54,6.3,1106.46
SHIRDHON,6.75,0.92,0.6,12.1,706,10,2.7,20.2,1.82,7.46,768.55
NANDANI,6.89,0.27,0.5,10.9,605,10.8,4.34,15.4,0.2,7.44,661.74
SHIRDHON,5.98,0.28,0.5,11.8,336,5.6,16.4,21.2,0.42,7.36,405.54
SHIRDHON,6.54,2.78,0.4,10.9,358,6.8,11,13.8,1.86,5.58,417.66
SHIRDHON,6.69,2.68,0.6,13.3,291,8,9.42,13.8,1.86,6.8,354.15
SHIRDHON,6.58,2.55,0.6,10.9,302,7.6,7.38,16,2,6.28,361.89
SHIRDHON,6.88,0.65,0.5,9,506,6,6.18,10.8,1.56,6.06,553.63
SHIRDHON,7.12,1.15,0.7,7.2,392,12,7.7,13.6,1.38,5.96,448.81
ARJUNWAD,6.85,0.76,0.3,10.4,498,4.8,0.18,7.8,2.04,1.32,532.45
SHIROL,6.29,0.95,0.4,6.6,1120,5.6,7.06,11.2,1.76,3.46,1163.32
SHIROL,6.72,0.55,0.6,8.6,1120,8.4,1.38,13.8,1.82,1.84,1163.71
SHIROL,6.89,0.7,0.5,3.8,549,6.8,2.16,11.8,1.67,1.32,584.64
SHIROL,6.55,0.27,0.4,7.5,549,6,2.86,16.6,2.04,1.96,593.18
SHIROL,6.67,0.42,0.4,9.5,358,8.4,2,3.54,1.54,1.04,391.51
SHIROL,6.18,0.22,0.4,5.7,515,5.6,5.54,31.8,1.3,2.1,573.84
JAMBHALI,6.88,0.39,0.7,3.8,336,5.2,3.16,23.2,0.42,1.56,381.31
JAMBHALI,6.75,0.32,0.7,7.2,347,6,3.92,5.14,1.66,1.66,380.35
BORGAON,6.85,0.23,0.6,7.5,381,7.2,6.1,4.46,1.18,1.22,416.34
SHIRGUPPI,6.75,0.33,0.4,6.3,414,6.4,7.62,4.46,1,1.78,449.04
SHIROL,6.93,0.42,0.4,2.15,347,12.4,5.12,7.82,0.42,1.06,383.72
ARJUNWAD,6.88,0.36,0.6,10.4,549,10,4.96,1.32,0.52,0.98,585.02
BORGAON,6.62,0.92,0.6,2.9,190,4.4,7.5,1.08,0.74,3.42,218.18
SHIRGUPPI,7.18,0.66,0.5,6.6,414,8,6.96,14.6,0.54,1.34,460.38
SADALGA,6.89,0.58,0.6,2.3,336,4,4.12,7.1,0.66,0.74,362.99
SHIRGUPPI,7.23,0.15,0.6,6.6,504,9.2,5.46,4.38,1.08,0.46,539.16
BORGAON,6.95,0.15,0.4,8.06,437,5.2,0.5,5.32,0.38,0.44,464.4
NANDANI,6.58,0.3,0.6,6.6,347,4.4,3.52,1.86,4.48,5.2,380.54
JAMBHALI,6.39,0.32,0.7,11.8,470,4.8,11.6,9.16,1.7,1.9,518.37
TAKALI,6.65,0.58,0.7,7.5,549,5.2,12.6,24.4,0.96,3.44,611.03
DHARANGUTTI,7.33,0.76,0.3,8.6,302,7.2,7.66,19.2,0.02,2.66,355.73
UDGAON,7.05,0.42,0.5,8.6,353,4.4,6.44,13,0.08,1.32,394.81
SHIROL,6.12,0.67,0.9,18.6,1120,5.2,6.38,32.2,1.24,3.96,1195.27
SHEDBAL,7.15,1.22,0.5,3.4,605,14.8,1.88,3.88,0.82,1.14,639.79
TAKALI,6.92,0.55,0.7,7.5,336,6.4,3.08,2.64,1.24,0.8,365.83
KURUNDWAD,6.55,0.72,0.6,18,795,5.6,8.06,25,1.16,2.02,862.71
DATTANAGAR ,6.88,0.66,0.5,10.9,353,9.6,5.42,7.72,0.66,1.8,397.14
UDGAON,6.75,0.65,0.8,12.1,1120,9.6,6.08,10.8,0.7,2.2,1169.68
SHIROL,6.67,1.92,0.6,10,414,9.6,7.48,14.4,1.38,2.6,468.65
UDGAON,6.59,0.35,0.4,8.96,280,7.2,6.5,12.4,0.84,2.88,326.12
ARJUNWAD,6.79,0.46,0.8,13.3,1120,8.8,8.48,21.4,0.8,2.78,1183.61
UDGAON,6.89,1.65,0.6,21.1,941,8.8,7.58,10.8,1.26,3.4,1003.08
UDGAON,6.85,0.62,0.6,10.9,1120,5.2,6.06,3.02,0.58,2.88,1156.71
SHIROL,6.76,1.85,0.6,13.3,571,8,7.68,10.4,0.48,2.64,622.71
ARJUNWAD,6.76,0.68,0.9,15.2,1120,7.6,8.3,12.2,0.4,3,1175.04
UDGAON,7.1,0.44,0.8,7.5,1120,5.6,11.8,14.4,1,4.94,1173.58
SHIROL,6.59,0.65,0.7,21.1,302,6.4,5.02,23.4,0.54,3.78,370.18
SHIROL,6.68,0.62,0.6,30.1,515,7.6,3.14,20.2,2.26,3.68,589.88
SHIROL,6.75,1.12,0.5,30.1,336,5.6,5.78,2.36,1.18,4.26,393.65
SHIROL,6.82,0.48,0.4,15.2,179,8,3.4,16,0.3,3.32,232.92
SHIROL,5.8,0.55,0.4,25.8,549,5.2,3.74,26,0.58,3.82,620.89
SHIROL,6.35,0.53,0.5,37.2,241,5.6,7.08,34.8,1.68,1.68,336.42
SHIROL,6.82,0.55,0.7,21.1,235,12,0.26,14.4,0.82,1.42,293.07
SHIROL,6.52,0.69,0.6,34.9,470,8.4,5.24,28,1.8,2.68,558.83
SHIROL,6.88,0.78,0.6,25.8,605,12,0.84,5.58,1.94,1.24,660.66
SHIROL,6.69,0.98,0.6,25.8,571,10,1.64,13,1.58,1.84,633.13
SHIROL,6.82,0.8,0.7,23.3,459,8.8,0.2,11,1.76,1.68,514.06
SHIROL,6.55,1.68,0.5,27.9,482,7.2,1.5,13.2,1.64,1.68,543.85
ARJUNWAD,6.42,0.72,0.4,21.1,190,5.4,4.34,21.2,1.54,2.06,253.18
ARJUNWAD,6.78,0.95,0.6,25.8,269,4.4,0.88,22,3.12,1.34,334.87
ARJUNWAD,7.02,0.75,0.6,25.8,605,13.8,0.08,6.12,2.08,0.98,662.23
SHIROL,6.5,0.58,0.9,17.6,706,4.8,5.18,24.8,6.32,4.98,777.66
SHIROL,6.9,0.55,0.7,10.4,459,11.2,5.2,13.8,5.84,4.36,517.95
SHIROL,6.55,0.54,0.6,23.3,605,4.4,5.64,22.6,6.16,4.46,679.25
SHIROL,6.68,0.42,0.6,16.1,336,5.2,3.84,12.6,5.64,3.44,390.52
SHIROL,6.75,0.55,0.6,6.6,493,9.6,9.56,8.04,1.86,2.98,539.54
SHIROL,6.52,0.48,0.8,16.1,605,7.6,4.74,25.2,1.1,5.52,673.06
SHIROL,6.56,0.45,0.7,6.3,302,5.6,5,20.4,0.52,4.68,352.21
SHIROL,6.48,0.55,0.7,17.6,666,5.2,4.52,24.4,1.08,3.88,730.41
SHIROL,6.65,0.61,0.7,15.2,498,5.6,5.52,22.64,0.74,3.86,559.52
SHIROL,6.55,0.5,0.8,12.1,414,7.2,4.28,23.4,0.86,3.36,473.05
SHIROL,6.45,0.55,0.7,18.6,750,4.4,6.94,27,0.84,3.64,819.12
SHIROL,6.52,0.55,0.6,16.8,549,5.6,4.76,22.4,1.04,3.38,610.65
SHIROL,6.42,0.48,0.7,16.1,526,5.6,2.14,19,0.9,2.88,580.22
SHIROL,6.49,0.59,0.6,21.1,269,5.6,4.12,22,0.98,2.9,333.38
SHIROL,6.63,0.48,0.7,16.8,706,4,4.1,16,0.92,2.32,757.95
SHIROL,6.39,0.38,0.7,16.1,381,4.8,4.32,20.6,0.9,2.1,437.29
SHIROL,6.1,0.37,0.5,12.9,582,5.6,6.54,26.2,0.72,2.56,643.49
SHIROL,6.22,0.65,0.8,21.1,605,6,4.32,20.6,1.02,2.6,668.31
SHIROL,6.55,0.46,0.7,15.6,504,5.6,5.58,29.2,0.86,2.94,571.49
JAMBHALI,6.18,0.54,0.6,32.6,650,6.8,8.02,6.14,1.3,1.86,714.04
JAMBHALI,6.38,0.65,0.5,32.6,403,5.2,3.76,15.2,1.52,2.08,470.89
ARJUNWAD,7.02,0.55,0.4,10.4,224,6.8,2.94,14.8,0.6,2.12,269.63
SHIRDHON,7.08,0.47,0.7,2.3,459,6.8,4.16,9.78,0.24,2.38,492.91
SHIRDHON,7.05,0.43,0.6,6.3,353,9.6,3.74,7.2,0.08,2.16,390.16
KURUNDWAD,7.12,0.85,0.8,5.7,997,10.4,1.04,45.2,0.82,6.52,1075.45
KURUNDWAD,7.1,1.32,0.5,3.4,381,10.4,2.1,39.4,1.5,8,454.72
KURUNDWAD,7.1,0.9,0.7,5.02,504,12,1.16,31,1.58,6.9,570.36
KURUNDWAD,7.3,0.66,0.6,3.4,358,12.8,0.68,47.2,1.46,6,438.1
KURUNDWAD,6.69,2.05,0.7,5.7,302,4,2.56,29.4,1.72,7.36,362.18
KURUNDWAD,6.62,2.85,0.8,5.02,179,2.8,1.34,24.2,1.7,7.04,231.37
KURUNDWAD,6.82,0.6,0.6,5.7,134,4,0.26,22.2,1.66,4.18,180.02
TERWAD,6.92,0.36,0.7,5.7,347,7.2,0.22,13.2,1.54,6.68,389.52
TERWAD,6.68,0.28,0.5,6.6,269,6.4,2.72,46.26,1.86,6.68,346.98
KURUNDWAD,6.95,0.68,0.8,4.5,459,15.2,2.18,49.2,1.22,7.4,547.13
NANDANI,6.97,0.28,0.4,3.8,336,4.8,0.72,17.4,0.59,7.5,378.46
TERWAD,6.92,0.67,0.7,10.9,317,3.2,0.38,19.6,0.56,6.96,366.89
NANDANI,6.25,0.56,0.3,21.1,504,4,9.68,20.6,0.46,2.52,569.47
SHIROL,6.62,0.79,0.4,13.3,235,7.2,11,20.2,0.6,2.92,298.03
SHIROL,6.89,1.22,0.6,10,269,8,4.72,20.4,0.84,3.92,325.59
SHIROL,6.96,1.12,0.5,8.6,291,9.2,2.92,10.2,0.46,1.18,332.14
CHINCHWAD,7.29,4.39,0.6,12.1,582,10.8,2.26,18.2,1.26,3.44,642.34
SHEDBAL,6.93,0.98,0.4,9.5,504,15.6,3.2,13.8,1.94,4.94,561.29
SHEDBAL,6.82,0.57,0.6,12.9,470,8.4,5.48,24.2,2.2,5.04,536.21
SHEDBAL,6.72,0.48,0.5,8.96,224,7.6,4.42,18,2.2,4.24,277.12
SHEDBAL,6.84,0.58,0.6,10.9,470,15.6,4.68,7.32,2.24,3.6,522.36
SHEDBAL,6.86,0.33,0.5,10.4,403,8.8,2.56,24.8,1.94,3.7,462.89
SHEDBAL,6.75,0.88,0.5,7.5,302,4,4.24,20.6,2.02,4.36,352.85
SHEDBAL,6.98,0.68,0.4,13.3,381,8.4,2.44,11.2,2.48,4.28,431.16
SHEDBAL,7.05,0.48,0.7,16.8,829,8.4,6.04,16.6,2.26,4.94,892.27
TAKALI,6.85,0.38,0.4,10.9,269,8,6.94,16.8,2.2,4.22,325.69
TAKALI,6.72,0.37,0.5,16.5,459,6.4,4.3,14,1.7,2.6,512.09
TAKALI,6.85,0.48,0.5,13.3,302,5.2,8.6,19.6,2,4.52,363.05
SHIRDHON,6.84,0.55,0.6,13.3,381,6.4,2,15.4,2,2.82,430.91
SHIRDHON,7.1,6.15,0.6,12.1,515,7.6,4.56,15.6,1.92,2.5,573.13
SHIRDHON,7.15,2.75,0.3,8.06,196,5.6,3.8,8.68,1.9,2.78,237.02
SHIRDHON,6.92,1.75,0.5,13.3,269,6,4.06,12.4,1.82,2.64,318.39
SHIRDHON,6.62,0.79,0.4,10,224,6.4,4.64,13.8,0.38,2.1,269.13
SHIRDHON,6.95,0.35,0.6,13.6,381,12.4,8.02,17.2,0.48,3.3,443.9
SHIRDHON,7.05,2.32,0.2,5.7,190,6.8,6.16,18,0.48,3.54,240.25
TERWAD,7.02,2.15,0.4,7.5,224,6,8,24,0.9,4.1,284.07
SHIROL,6.52,0.45,0.5,10,157,6.4,5.5,29,0.94,2.88,219.19
SHIROL,6.7,0.38,0.4,11.5,258,8,4.98,18,1.22,4.24,313.42
TAKALI,7.02,1.27,0.5,8.06,353,8,4.74,26,3.42,4.84,416.85
RAJAPUR,6.79,0.68,0.4,7.2,207,7.2,6.5,11.6,4.04,4.84,256.25
RAJAPUR,7.26,0.26,0.2,7.5,302,10.4,10.8,24.2,0.38,3.02,366.02
SHIROL,7.22,0.29,0.36,8.96,381,4.8,3.76,50.9,0.96,4.56,462.81
MANGAVATI,7.18,0.82,0.4,1.07,526,8.4,7.4,17.6,1.56,4.22,574.65
BORGAON,6.93,0.84,0.3,1.6,269,4.8,0.02,14.8,0.16,0.44,298.89
BORGAON,7.1,0.37,0.3,1.07,179,4.8,0.76,10.4,0.48,0.36,204.64
BORGAON,6.52,0.5,0.3,1.07,302,6.8,5.96,22.8,0.36,1.56,347.87
BORGAON,7.1,0.66,0.3,2.3,1008,8.4,11,18,0.3,0.7,1056.76
BORGAON,7.23,0.5,0.5,2.15,493,12,1.3,13.2,0.3,0.94,531.12
BORGAON,6.46,0.44,0.4,1.07,403,4,3.72,27.6,0.16,0.7,447.55
SHIRDHON,7.15,0.7,0.4,1.6,515,4.8,5.12,25.4,0.74,2.28,563.19
SHIRDHON,7.32,4.92,0.7,1.07,353,3.6,7.64,16.4,0.54,2.28,397.47
SHIRDHON,7.34,0.84,0.7,3.4,549,12,8.54,21.6,0.38,2.62,606.42
SADALGA,6.08,0.32,0.7,12.9,358,3.2,22.6,102.12,7.02,7.16,520.1
SADALGA,6.65,0.65,0.6,16.1,347,5.6,20.6,83.6,1.12,6.38,488.3
SHIROL,7.28,0.68,0.5,14.1,666,10.4,6.44,24.4,6.2,4.16,740.16
SHIROL,6.49,0.45,0.5,14.1,336,3.6,12.6,39.4,0.72,8.18,422.04
SHIROL,7.22,2.4,0.6,10.9,269,7.2,4.72,21.6,1.4,5.46,330.5
SHIROL,7.15,1.35,0.8,10.4,728,10,4.6,22,0.16,5.22,789.68
SHIROL,6.69,0.32,0.5,17.6,381,4.4,14.2,57,1.6,9.42,492.73
MANGAVATI,7.45,0.9,0.5,13,260,8,4.5,2,0.4,0.1,296.85
MANGAVATI,7.77,1.32,0.6,18,145,11,4.8,1.6,0.8,0.6,191.49
MANGAVATI,8.26,2.7,0.6,24,390,12,4.7,1.4,0.2,1.2,445.06
MANGAVATI,7.77,1,0.8,13,410,8,4.2,2.4,0.61,0.4,448.18
MANGAVATI,6.3,0.72,0.7,40,362,5.2,4.6,2.1,0.74,1.82,424.18
SHIROL,7.22,0.64,0.4,3.8,291,2.8,5,10,0.8,3.6,325.26
SHIRATI,6.97,0.48,0.5,10.9,1120,1.6,6.8,6,1.8,5.6,1160.65
NANDANI,7.34,0.37,0.85,16.5,1120,2.4,5.6,9.6,0.3,7.6,1170.56
SHIROL,7.59,4.37,0.6,2.5,504,5.2,4.4,13,0.5,4,546.16
KURUNDWAD,7.39,0.34,0.7,2.3,310,5.2,3,3.3,0.8,4.6,337.63
UDGAON,7.59,0.81,0.6,8.06,437,13.6,6.8,3.6,1,4.6,483.66
JANWAD,7.17,0.3,0.7,11,269,4.8,6,6,0.8,1.7,307.47
JANWAD,7.17,0.31,0.7,11.5,638,4.8,3,17,2,2,686.48
JANWAD,7.02,0.57,0.6,11,739,4,1.7,19,2,1.7,786.59
SHIROL,7.31,1.97,0.7,8,627,5.2,4,15,0.4,2,671.58
SHIROL,7.47,0.74,0.7,12,504,5.2,3,13,1,5.32,552.43
SHIROL,7.5,0.9,0.7,6,414,5.6,4,7,1,1.4,448.1
SHIROL,6.7,13.79,0.7,5.7,358,2.8,7,21,1.5,5,422.19
SHIROL,7.64,0.71,0.8,11,577,6.4,4,6,1.6,5,620.15
SHIROL,7.44,0.44,0.9,7.5,498,6,5,6,0.6,6,537.88
SHIROL,7.04,12.92,0.8,7.2,358,4.8,4,27,0.8,3,425.56
SHIROL,7.02,11.76,0.6,5,403,4.8,3.2,25.4,0.7,1.4,462.88
SHIROL,7.1,4.76,0.8,15,381,4.4,5,47,1,1.3,467.36
SHIROL,7.39,0.76,0.7,17,437,5.6,3,21,1,2,495.45
SHIROL,6.92,0.41,0.5,10.4,246,3.2,8,26,1,5,307.43
SHIROL,6.71,11.64,0.4,7,381,4,8,26,0.7,1.3,446.75
SHIROL,7.59,1,0.5,9,549,7.2,4.06,9,0.4,0.5,588.25
SHIROL,7.49,1.04,0.5,13,549,6.4,5.3,21,0.6,1.4,605.73
SHIROL,7.2,6.22,0.5,9.5,582,6,2.2,10.4,0.12,0.4,624.54
SHIROL,7.66,0.98,0.5,14,851,7.2,3.6,11.4,0.4,1.2,897.94
